word,type,syllables,joint_syllables
bacal,substantiv,[],not-found
bacalaureat,substantiv,"['ba', 'ca', 'la', 'u', 're', 'át']",ba-ca-la-u-re-át
bacalaureată,substantiv,"['ba', 'ca', 'la', 'u', 're', 'á', 'ta']",ba-ca-la-u-re-á-ta
băcălie,substantiv,"['bă', 'că', 'lí', 'e']",bă-că-lí-e
băcan,substantiv,"['bă', 'cán']",bă-cán
bacanală,substantiv,"['ba', 'ca', 'ná', 'la']",ba-ca-ná-la
băcăni,verb,"['bă', 'cáni']",bă-cáni
băcănie,substantiv,"['bă', 'că', 'ní', 'e']",bă-că-ní-e
băcănioară,substantiv,"['bă', 'că', 'ni', 'oá', 'ra']",bă-că-ni-oá-ra
bacantă,substantiv,"['ba', 'cán', 'ta']",ba-cán-ta
bacara,substantiv,"['ba', 'ca', 'rá']",ba-ca-rá
bacău,substantiv,[],not-found
băcăuan,adjectiv,"['bă', 'că', 'uán']",bă-că-uán
băcăuan,substantiv,"['bă', 'că', 'uán']",bă-că-uán
băcăuană,substantiv,"['bă', 'că', 'uá', 'nă']",bă-că-uá-nă
băcăuancă,substantiv,"['bă', 'că', 'uán', 'ca']",bă-că-uán-ca
baccea,substantiv,"['bac', 'ceá']",bac-ceá
bachelită,substantiv,"['ba', 'che', 'lí', 'ta']",ba-che-lí-ta
baci,substantiv,['baci'],baci
bacifer,adjectiv,"['ba', 'ci', 'fér']",ba-ci-fér
baciform,adjectiv,"['ba', 'ci', 'fórm']",ba-ci-fórm
bacil,substantiv,"['ba', 'cíl']",ba-cíl
bacilar,adjectiv,"['ba', 'ci', 'lár']",ba-ci-lár
bacilifer,adjectiv,"['ba', 'ci', 'li', 'fér']",ba-ci-li-fér
baciloscopie,substantiv,[],not-found
baciloză,substantiv,"['ba', 'ci', 'ló', 'za']",ba-ci-ló-za
băciță,substantiv,"['bă', 'cí', 'ţa']",bă-cí-ţa
background,substantiv,[],not-found
backhand,substantiv,[],not-found
baclava,substantiv,"['ba', 'cla', 'vá']",ba-cla-vá
bacon,substantiv,"['ba', 'cón']",ba-cón
baconian,adjectiv,"['ba', 'co', 'nián']",ba-co-nián
bacovian,adjectiv,"['ba', 'co', 'vián']",ba-co-vián
bacovianism,substantiv,"['ba', 'co', 'via', 'nísm']",ba-co-via-nísm
bacșiș,substantiv,"['bac', 'şíş']",bac-şíş
bacterian,adjectiv,"['bac', 'te', 'ri', 'án']",bac-te-ri-án
bactericid,adjectiv,"['bac', 'te', 'ri', 'cíd']",bac-te-ri-cíd
bactericid,substantiv,"['bac', 'te', 'ri', 'cíd']",bac-te-ri-cíd
bacterie,substantiv,"['bac', 'té', 'ri', 'e']",bac-té-ri-e
bacteriemie,substantiv,"['bac', 'te', 'ri', 'e', 'mí', 'e']",bac-te-ri-e-mí-e
bacteriofag,substantiv,"['bac', 'te', 'ri', 'o', 'fág']",bac-te-ri-o-fág
bacteriofagie,substantiv,"['bac', 'te', 'ri', 'o', 'fa', 'gí', 'e']",bac-te-ri-o-fa-gí-e
bacteriolitic,adjectiv,"['bac', 'te', 'rio', 'lí', 'tic']",bac-te-rio-lí-tic
bacterioliză,substantiv,"['bac', 'te', 'ri', 'o', 'lí', 'za']",bac-te-ri-o-lí-za
bacteriolizină,substantiv,"['bac', 'te', 'ri', 'o', 'li', 'zí', 'na']",bac-te-ri-o-li-zí-na
bacteriolog,adjectiv,"['bac', 'te', 'ri', 'o', 'lóg']",bac-te-ri-o-lóg
bacteriolog,substantiv,"['bac', 'te', 'ri', 'o', 'lóg']",bac-te-ri-o-lóg
bacteriologic,adjectiv,"['bac', 'te', 'ri', 'o', 'ló', 'gic']",bac-te-ri-o-ló-gic
bacteriologie,substantiv,"['bac', 'te', 'ri', 'o', 'lo', 'gí', 'e']",bac-te-ri-o-lo-gí-e
bacterioscopic,adjectiv,"['bac', 'te', 'rios', 'có', 'pic']",bac-te-rios-có-pic
bacterioscopie,substantiv,"['bac', 'te', 'rios', 'co', 'pí', 'e']",bac-te-rios-co-pí-e
bacteriostatic,adjectiv,"['bac', 'te', 'ri', 'o', 'stá', 'tic']",bac-te-ri-o-stá-tic
bacteriostază,substantiv,"['bac', 'te', 'ri', 'o', 'stá', 'za']",bac-te-ri-o-stá-za
bacteriotrop,adjectiv,"['bac', 'te', 'rio', 'tróp']",bac-te-rio-tróp
bacterioză,substantiv,"['bac', 'te', 'ri', 'ó', 'za']",bac-te-ri-ó-za
bacteriurie,substantiv,"['bac', 'te', 'ri', 'u', 'rí', 'e']",bac-te-ri-u-rí-e
bactriană,substantiv,[],not-found
badana,substantiv,[],not-found
bădăran,substantiv,"['bă', 'dă', 'rán']",bă-dă-rán
bădărană,substantiv,"['bă', 'dă', 'rá', 'na']",bă-dă-rá-na
bădărănesc,adjectiv,"['bă', 'dă', 'ră', 'nésc']",bă-dă-ră-nésc
bădărănie,substantiv,"['bă', 'dă', 'ră', 'ní', 'e']",bă-dă-ră-ní-e
bădărănos,adjectiv,"['bă', 'dă', 'ră', 'nós']",bă-dă-ră-nós
bade,substantiv,"['bá', 'de']",bá-de
badian,substantiv,"['ba', 'di', 'án']",ba-di-án
bădic,substantiv,[],not-found
bădică,substantiv,"['bă', 'dí', 'ca']",bă-dí-ca
bădicuță,substantiv,"['bă', 'di', 'cú', 'ţă']",bă-di-cú-ţă
bădie,substantiv,"['bă', 'dí', 'e']",bă-dí-e
badijona,verb,"['ba', 'di', 'jo', 'ná']",ba-di-jo-ná
badijonaj,substantiv,"['ba', 'di', 'jo', 'náj']",ba-di-jo-náj
badijonare,substantiv,"['ba', 'di', 'jo', 'ná', 're']",ba-di-jo-ná-re
badijonat,adjectiv,"['ba', 'di', 'jo', 'nát']",ba-di-jo-nát
badijonat,substantiv,"['ba', 'di', 'jo', 'nát']",ba-di-jo-nát
badina,verb,"['ba', 'di', 'ná']",ba-di-ná
badinaj,substantiv,"['ba', 'di', 'náj']",ba-di-náj
badinerie,substantiv,"['ba', 'di', 'ne', 'rí', 'e']",ba-di-ne-rí-e
bădișor,substantiv,"['bă', 'di', 'şór']",bă-di-şór
bădiță,substantiv,"['bă', 'dí', 'ţa']",bă-dí-ţa
badlands,substantiv,[],not-found
badminton,substantiv,"['bád', 'min', 'ton']",bád-min-ton
baedeker,substantiv,[],not-found
baftă,substantiv,"['báf', 'ta']",báf-ta
baga,substantiv,"['ba', 'gá']",ba-gá
băga,verb,"['ba', 'gá']",ba-gá
băgăcios,adjectiv,"['bă', 'gă', 'ciós']",bă-gă-ciós
bagaj,substantiv,"['ba', 'gáj']",ba-gáj
bagajist,substantiv,[],not-found
băgare,substantiv,"['bă', 'gá', 're']",bă-gá-re
băgăreț,adjectiv,"['bă', 'gă', 'réţ']",bă-gă-réţ
băgăreț,substantiv,"['bă', 'gă', 'réţ']",bă-gă-réţ
bagasă,substantiv,"['ba', 'gá', 'sa']",ba-gá-sa
băgat,adjectiv,"['bă', 'gát']",bă-gát
băgat,substantiv,"['bă', 'gát']",bă-gát
bagatel,substantiv,[],not-found
bagatelă,substantiv,"['ba', 'ga', 'té', 'la']",ba-ga-té-la
bagateliza,verb,"['ba', 'ga', 'te', 'li', 'zá']",ba-ga-te-li-zá
bagatelizare,substantiv,"['ba', 'ga', 'te', 'li', 'zá', 're']",ba-ga-te-li-zá-re
bagatelizat,adjectiv,"['ba', 'ga', 'te', 'li', 'zát']",ba-ga-te-li-zát
bagatelizat,substantiv,"['ba', 'ga', 'te', 'li', 'zát']",ba-ga-te-li-zát
băgător,adjectiv,"['bă', 'gă', 'tór']",bă-gă-tór
băgătură,substantiv,[],not-found
bagdadie,substantiv,"['bag', 'da', 'dí', 'e']",bag-da-dí-e
bageac,substantiv,"['ba', 'geác']",ba-geác
bageacă,substantiv,"['ba', 'geá', 'ca']",ba-geá-ca
baghetă,substantiv,"['ba', 'ghé', 'ta']",ba-ghé-ta
băgrin,substantiv,"['bă', 'grín']",bă-grín
bahic,adjectiv,"['bá', 'hic']",bá-hic
bâhlă,substantiv,[],not-found
bâhli,verb,"['bâ', 'hlí']",bâ-hlí
bâhlit,adjectiv,"['bâ', 'hlít']",bâ-hlít
bahnă,substantiv,"['báh', 'na']",báh-na
băhniș,substantiv,"['băh', 'níş']",băh-níş
băhnit,adjectiv,"['băh', 'nít']",băh-nít
bahniță,substantiv,"['băh', 'ní', 'tă']",băh-ní-tă
băhnos,adjectiv,"['băh', 'nós']",băh-nós
baht,substantiv,['baht'],baht
bai,substantiv,['bai'],bai
băi,verb,['bai'],bai
baiaderă,substantiv,"['ba', 'ia', 'dé', 'ra']",ba-ia-dé-ra
baian,substantiv,"['ba', 'ián']",ba-ián
băiaș,adjectiv,"['bă', 'iáş']",bă-iáş
băiat,substantiv,"['bă', 'iát']",bă-iát
băiată,substantiv,"['bă', 'iá', 'ta']",bă-iá-ta
baibafir,substantiv,"['bai', 'ba', 'fír']",bai-ba-fír
baibarac,substantiv,"['bai', 'ba', 'rác']",bai-ba-rác
baică,substantiv,[],not-found
baider,substantiv,"['bái', 'der']",bái-der
baie,substantiv,"['bá', 'ie']",bá-ie
baier,substantiv,[],not-found
baieră,substantiv,"['bá', 'ie', 'ra']",bá-ie-ra
băieș,substantiv,"['bă', 'iéş']",bă-iéş
băieșiță,substantiv,"['bă', 'ie', 'şí', 'ţa']",bă-ie-şí-ţa
băiet,substantiv,[],not-found
băietan,substantiv,"['bă', 'ie', 'tán']",bă-ie-tán
băietănaș,substantiv,"['bă', 'ie', 'tă', 'náş']",bă-ie-tă-náş
băiețandru,substantiv,"['bă', 'ie', 'ţán', 'dru']",bă-ie-ţán-dru
băiețaș,substantiv,"['bă', 'ie', 'ţáş']",bă-ie-ţáş
băiețel,substantiv,"['bă', 'ie', 'ţél']",bă-ie-ţél
băiețesc,adjectiv,"['bă', 'ie', 'ţésc']",bă-ie-ţésc
băiețesc,substantiv,"['bă', 'ie', 'ţésc']",bă-ie-ţésc
băieți,verb,"['bă', 'ie', 'ţí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",bă-ie-ţí-(verb---infinitiv-/-verb---perfectul-simplu)
băiețică,substantiv,"['bă', 'ie', 'ţí', 'că']",bă-ie-ţí-că
băiețoaică,substantiv,[],not-found
băiețoi,substantiv,"['bă', 'ie', 'ţói']",bă-ie-ţói
bâigui,verb,"['bâi', 'gu', 'í', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",bâi-gu-í-(verb---infinitiv-/-verb---perfectul-simplu)
bâiguială,substantiv,"['bâi', 'gu', 'iá', 'la']",bâi-gu-iá-la
bâiguire,substantiv,[],not-found
bâiguit,adjectiv,"['bâi', 'gu', 'ít']",bâi-gu-ít
bâiguitor,adjectiv,"['bâi', 'gu', 'i', 'tór']",bâi-gu-i-tór
bailag,substantiv,"['bai', 'lág']",bai-lág
băimărean,adjectiv,"['băi', 'mă', 'reán']",băi-mă-reán
băimărean,substantiv,"['băi', 'mă', 'reán']",băi-mă-reán
băimăreană,substantiv,"['băi', 'mă', 'reá', 'nă']",băi-mă-reá-nă
băimăreancă,substantiv,"['băi', 'mă', 'reán', 'ca']",băi-mă-reán-ca
bainită,substantiv,"['ba', 'i', 'ní', 'ta']",ba-i-ní-ta
baionetă,substantiv,"['ba', 'io', 'né', 'ta']",ba-io-né-ta
baipas,substantiv,"['bái', 'pas']",bái-pas
bair,substantiv,[],not-found
bairac,substantiv,"['ba', 'i', 'rác']",ba-i-rác
bairam,substantiv,"['bai', 'rám']",bai-rám
băire,substantiv,[],not-found
băit,adjectiv,['bait'],bait
bait,substantiv,['bait'],bait
baiț,substantiv,['bait'],bait
băiță,substantiv,"['bă', 'í', 'tă']",bă-í-tă
băitănaș,substantiv,[],not-found
băițui,verb,"['băi', 'ţu', 'í']",băi-ţu-í
băițuire,substantiv,[],not-found
băițuit,adjectiv,"['băi', 'ţu', 'ít']",băi-ţu-ít
bâjbâi,verb,"['bâj', 'bâ', 'í', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",bâj-bâ-í-(verb---infinitiv-/-verb---perfectul-simplu)
bâjbâială,substantiv,"['bâj', 'bâ', 'iá', 'la']",bâj-bâ-iá-la
bâjbâire,substantiv,"['bâj', 'bâ', 'í', 're']",bâj-bâ-í-re
bâjbâit,adjectiv,"['bâj', 'bâ', 'ít', '(v.part.)']",bâj-bâ-ít-(v.part.)
bâjbâit,substantiv,"['bâj', 'bâ', 'ít', '(v.part.)']",bâj-bâ-ít-(v.part.)
băjenar,substantiv,"['bă', 'je', 'nár']",bă-je-nár
băjeni,verb,"['bă', 'je', 'ní']",bă-je-ní
băjenie,substantiv,"['bă', 'je', 'ní', 'e']",bă-je-ní-e
băjenire,substantiv,[],not-found
băjenit,adjectiv,"['bă', 'je', 'nít']",bă-je-nít
bajoaier,substantiv,"['ba', 'joa', 'iér']",ba-joa-iér
băl,adjectiv,['bal'],bal
bal,substantiv,['bal'],bal
bală,substantiv,"['bá', 'la']",bá-la
balaban,adjectiv,"['ba', 'la', 'bán']",ba-la-bán
balaban,substantiv,"['ba', 'la', 'bán']",ba-la-bán
bălăbăneală,substantiv,"['bă', 'lă', 'bă', 'neá', 'la']",bă-lă-bă-neá-la
bălăbăni,verb,"['ba', 'la', 'báni']",ba-la-báni
bălăbănire,substantiv,[],not-found
bălăbănit,adjectiv,"['bă', 'lă', 'bă', 'nít']",bă-lă-bă-nít
bălăbănit,substantiv,"['bă', 'lă', 'bă', 'nít']",bă-lă-bă-nít
balabustă,substantiv,"['ba', 'la', 'bús', 'ta']",ba-la-bús-ta
balâc,substantiv,"['ba', 'lấc']",ba-lấc
bălăcări,verb,"['bă', 'lă', 'că', 'rí']",bă-lă-că-rí
bălăcărire,substantiv,[],not-found
bălăcărit,adjectiv,"['bă', 'lă', 'că', 'rít']",bă-lă-că-rít
bălăceală,substantiv,"['bă', 'lă', 'ceá', 'la']",bă-lă-ceá-la
bălăci,verb,"['bă', 'lă', 'cí']",bă-lă-cí
bălăcire,substantiv,"['bă', 'lă', 'cí', 're']",bă-lă-cí-re
bălăcit,adjectiv,"['bă', 'lă', 'cít']",bă-lă-cít
bălăcit,substantiv,"['bă', 'lă', 'cít']",bă-lă-cít
baladă,substantiv,"['ba', 'la', 'dá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",ba-la-dá-(verb---infinitiv-/-verb---imperfect)
balada,verb,"['ba', 'la', 'dá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",ba-la-dá-(verb---infinitiv-/-verb---imperfect)
baladesc,adjectiv,"['ba', 'la', 'désc']",ba-la-désc
baladic,substantiv,"['ba', 'lá', 'dic']",ba-lá-dic
baladică,substantiv,"['ba', 'lá', 'di', 'ca']",ba-lá-di-ca
baladier,adjectiv,[],not-found
baladin,adjectiv,"['ba', 'la', 'dín']",ba-la-dín
baladin,substantiv,"['ba', 'la', 'dín']",ba-la-dín
baladină,substantiv,"['ba', 'la', 'dí', 'na']",ba-la-dí-na
baladist,substantiv,"['ba', 'la', 'díst']",ba-la-díst
baladizare,substantiv,"['ba', 'la', 'di', 'zá', 're']",ba-la-di-zá-re
balador,substantiv,"['ba', 'la', 'dór']",ba-la-dór
balafon,substantiv,"['ba', 'la', 'fón']",ba-la-fón
bălai,adjectiv,"['bă', 'lái']",bă-lái
bălăiel,adjectiv,"['bă', 'lă', 'iél']",bă-lă-iél
bălăior,adjectiv,"['bă', 'lă', 'iór']",bă-lă-iór
bălălăi,verb,"['bă', 'lă', 'lă', 'í']",bă-lă-lă-í
balalaică,substantiv,"['ba', 'la', 'lái', 'ca']",ba-la-lái-ca
bălălău,adjectiv,"['bă', 'lă', 'lắu']",bă-lă-lắu
balama,substantiv,"['ba', 'la', 'má']",ba-la-má
balamuc,substantiv,"['ba', 'la', 'múc']",ba-la-múc
balamut,adjectiv,"['ba', 'la', 'mút']",ba-la-mút
bălan,adjectiv,"['bă', 'lán']",bă-lán
bălană,substantiv,"['bă', 'lá', 'nă']",bă-lá-nă
bălănel,adjectiv,"['bă', 'lă', 'nél']",bă-lă-nél
bălăngăni,verb,"['bă', 'lăn', 'gă', 'ní']",bă-lăn-gă-ní
bălăngănire,substantiv,[],not-found
bălăngănit,adjectiv,"['bă', 'lăn', 'gă', 'nít']",bă-lăn-gă-nít
bălăngănitor,adjectiv,"['bă', 'lăn', 'gă', 'ni', 'tór']",bă-lăn-gă-ni-tór
balanită,substantiv,"['ba', 'la', 'ní', 'ta']",ba-la-ní-ta
balanopostită,substantiv,[],not-found
balans,substantiv,"['ba', 'láns']",ba-láns
balansa,verb,"['ba', 'lan', 'sá']",ba-lan-sá
balansare,substantiv,"['ba', 'lan', 'sá', 're']",ba-lan-sá-re
balansat,adjectiv,"['ba', 'lan', 'sát']",ba-lan-sát
balansier,substantiv,"['ba', 'lan', 'si', 'ér']",ba-lan-si-ér
balansină,substantiv,"['ba', 'lan', 'sí', 'na']",ba-lan-sí-na
balansoar,substantiv,"['ba', 'lan', 'soár']",ba-lan-soár
balansor,substantiv,"['ba', 'lan', 'sór']",ba-lan-sór
balant,adjectiv,"['ba', 'lánt']",ba-lánt
balanță,substantiv,"['ba', 'lán', 'tă']",ba-lán-tă
balanțier,substantiv,[],not-found
balanus,substantiv,"['ba', 'lá', 'nus']",ba-lá-nus
bălănuț,adjectiv,"['bă', 'lă', 'núţ']",bă-lă-núţ
balaoacheș,substantiv,"['ba', 'la', 'oá', 'cheş']",ba-la-oá-cheş
balaoacheșă,substantiv,"['ba', 'la', 'oá', 'che', 'şă']",ba-la-oá-che-şă
bălăoană,substantiv,[],not-found
bălărie,substantiv,"['bă', 'lă', 'rí', 'e']",bă-lă-rí-e
balaș,substantiv,"['ba', 'láş']",ba-láş
balast,substantiv,"['ba', 'lást']",ba-lást
balasta,verb,"['ba', 'las', 'tá']",ba-las-tá
balastare,substantiv,"['ba', 'las', 'tá', 're']",ba-las-tá-re
balastat,adjectiv,"['ba', 'las', 'tát']",ba-las-tát
balastieră,substantiv,"['ba', 'las', 'ti', 'é', 'ra']",ba-las-ti-é-ra
balastru,substantiv,"['ba', 'lás', 'tru']",ba-lás-tru
balată,substantiv,"['ba', 'lá', 'ta']",ba-lá-ta
bălăuc,adjectiv,"['bă', 'lă', 'úc']",bă-lă-úc
balaur,substantiv,"['ba', 'lá', 'ur']",ba-lá-ur
bâlbă,substantiv,[],not-found
bâlbâi,verb,"['bâl', 'bâ', 'í', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",bâl-bâ-í-(verb---infinitiv-/-verb---perfectul-simplu)
bâlbâială,substantiv,"['bâl', 'bâ', 'iá', 'la']",bâl-bâ-iá-la
bâlbâire,substantiv,[],not-found
bâlbâit,adjectiv,"['bâl', 'bâ', 'ít']",bâl-bâ-ít
bâlbâit,substantiv,"['bâl', 'bâ', 'ít']",bâl-bâ-ít
bâlbâită,substantiv,"['bâl', 'bâ', 'í', 'tă']",bâl-bâ-í-tă
bălbișă,substantiv,"['băl', 'bí', 'sa']",băl-bí-sa
balboa,substantiv,"['bal', 'bó', 'a']",bal-bó-a
bâlbor,substantiv,"['bâl', 'bór']",bâl-bór
balbuție,substantiv,"['bal', 'bu', 'ţí', 'e']",bal-bu-ţí-e
balcaniadă,substantiv,"['bal', 'ca', 'ni', 'á', 'da']",bal-ca-ni-á-da
balcanic,adjectiv,"['bal', 'cá', 'nic']",bal-cá-nic
balcanism,substantiv,"['bal', 'ca', 'nísm']",bal-ca-nísm
balcanist,adjectiv,"['bal', 'ca', 'níst']",bal-ca-níst
balcanistică,substantiv,"['bal', 'ca', 'nís', 'ti', 'ca']",bal-ca-nís-ti-ca
balcaniza,verb,"['bal', 'ca', 'ni', 'zá']",bal-ca-ni-zá
balcanizare,substantiv,"['bal', 'ca', 'ni', 'zá', 're']",bal-ca-ni-zá-re
balcanizat,adjectiv,"['bal', 'ca', 'ni', 'zát']",bal-ca-ni-zát
balcanolog,substantiv,"['bal', 'ca', 'no', 'lóg']",bal-ca-no-lóg
balcanologie,substantiv,"['bal', 'ca', 'no', 'lo', 'gí', 'e']",bal-ca-no-lo-gí-e
balcâz,adjectiv,"['bal', 'cấz']",bal-cấz
bâlci,substantiv,['bâlci'],bâlci
balcon,substantiv,"['bal', 'cón']",bal-cón
balconaș,substantiv,"['bal', 'co', 'náş']",bal-co-náş
baldachin,substantiv,"['bal', 'da', 'chín']",bal-da-chín
bale,substantiv,"['bá', 'le']",bá-le
balegă,substantiv,[],not-found
bălega,verb,[],not-found
bălegar,substantiv,[],not-found
baleia,verb,"['ba', 'le', 'iá']",ba-le-iá
baleiaj,substantiv,"['ba', 'le', 'iáj']",ba-le-iáj
baleiat,adjectiv,"['ba', 'le', 'iát']",ba-le-iát
baleiere,substantiv,"['ba', 'le', 'ié', 're']",ba-le-ié-re
balenă,substantiv,"['ba', 'lé', 'na']",ba-lé-na
balenar,substantiv,"['ba', 'le', 'nár']",ba-le-nár
balenier,adjectiv,"['ba', 'le', 'ni', 'ér']",ba-le-ni-ér
balenieră,substantiv,"['ba', 'le', 'ni', 'é', 'ra']",ba-le-ni-é-ra
balercă,substantiv,"['ba', 'lér', 'ca']",ba-lér-ca
balercuță,substantiv,"['ba', 'ler', 'cú', 'ţa']",ba-ler-cú-ţa
balerin,substantiv,"['ba', 'le', 'rín']",ba-le-rín
balerină,substantiv,"['ba', 'le', 'rí', 'na']",ba-le-rí-na
balestră,substantiv,"['ba', 'lés', 'tra']",ba-lés-tra
balestrieră,substantiv,[],not-found
balet,substantiv,"['ba', 'lét']",ba-lét
baleta,verb,"['ba', 'le', 'tá']",ba-le-tá
baletat,adjectiv,"['ba', 'le', 'tát']",ba-le-tát
baletist,adjectiv,"['ba', 'le', 'tíst']",ba-le-tíst
baletistă,substantiv,"['ba', 'le', 'tís', 'ta']",ba-le-tís-ta
balic,adjectiv,"['ba', 'líc']",ba-líc
balic,substantiv,"['ba', 'líc']",ba-líc
balică,substantiv,"['ba', 'lí', 'ca']",ba-lí-ca
balie,substantiv,"['bá', 'li', 'e']",bá-li-e
baligă,substantiv,"['bá', 'li', 'ga']",bá-li-ga
băliga,verb,"['bá', 'li', 'ga']",bá-li-ga
băligar,substantiv,"['bă', 'li', 'gár']",bă-li-gár
balimez,substantiv,"['ba', 'li', 'méz']",ba-li-méz
bâlină,substantiv,"['bâ', 'lí', 'na']",bâ-lí-na
balistă,substantiv,"['ba', 'lís', 'ta']",ba-lís-ta
balistic,adjectiv,"['ba', 'lís', 'tic']",ba-lís-tic
balistician,adjectiv,"['ba', 'lis', 'ti', 'ci', 'án']",ba-lis-ti-ci-án
balistită,substantiv,[],not-found
balistocardiograf,substantiv,[],not-found
balistofobie,substantiv,"['ba', 'lis', 'to', 'fo', 'bí', 'e']",ba-lis-to-fo-bí-e
băliuță,substantiv,"['bă', 'li', 'ú', 'ţa']",bă-li-ú-ţa
balivernă,substantiv,"['ba', 'li', 'vér', 'na']",ba-li-vér-na
baliză,substantiv,"['ba', 'li', 'zá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",ba-li-zá-(verb---infinitiv-/-verb---imperfect)
baliza,verb,"['ba', 'li', 'zá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",ba-li-zá-(verb---infinitiv-/-verb---imperfect)
balizaj,substantiv,"['ba', 'li', 'záj']",ba-li-záj
balizare,substantiv,"['ba', 'li', 'zá', 're']",ba-li-zá-re
balizat,adjectiv,"['ba', 'li', 'zát']",ba-li-zát
balizor,substantiv,"['ba', 'li', 'zór']",ba-li-zór
bălmăjeală,substantiv,"['băl', 'mă', 'jeá', 'la']",băl-mă-jeá-la
bălmăji,verb,"['băl', 'mă', 'jí']",băl-mă-jí
bălmăjit,adjectiv,"['băl', 'mă', 'jít']",băl-mă-jít
bălmăjit,substantiv,"['băl', 'mă', 'jít']",băl-mă-jít
balmoș,substantiv,"['bál', 'moş']",bál-moş
balmuș,substantiv,[],not-found
balnear,adjectiv,"['bal', 'ne', 'ár']",bal-ne-ár
balneație,substantiv,[],not-found
balneoclimateric,adjectiv,"['bal', 'ne', 'o', 'cli', 'ma', 'té', 'ric']",bal-ne-o-cli-ma-té-ric
balneoclimatic,adjectiv,"['bal', 'ne', 'o', 'cli', 'má', 'tic']",bal-ne-o-cli-má-tic
balneofizioterapie,substantiv,"['bal', 'ne', 'o', 'fi', 'zio', 'te', 'ra', 'pí', 'e']",bal-ne-o-fi-zio-te-ra-pí-e
balneokinetoterapie,substantiv,[],not-found
balneolog,substantiv,"['bal', 'ne', 'o', 'lóg']",bal-ne-o-lóg
balneologă,substantiv,"['bal', 'ne', 'o', 'ló', 'ga']",bal-ne-o-ló-ga
balneologic,adjectiv,"['bal', 'ne', 'o', 'ló', 'gic']",bal-ne-o-ló-gic
balneologie,substantiv,"['bal', 'ne', 'o', 'lo', 'gí', 'e']",bal-ne-o-lo-gí-e
balneoterapic,adjectiv,"['bal', 'ne', 'o', 'te', 'rá', 'pic']",bal-ne-o-te-rá-pic
balneoterapie,substantiv,"['bal', 'ne', 'o', 'te', 'ra', 'pí', 'e']",bal-ne-o-te-ra-pí-e
balon-sondă,substantiv,"['ba', 'lón', 'són', 'dă']",ba-lón-són-dă
balon,substantiv,"['ba', 'lón']",ba-lón
balona,verb,"['ba', 'lo', 'ná']",ba-lo-ná
balonaj,substantiv,"['ba', 'lo', 'náj']",ba-lo-náj
balonare,substantiv,"['ba', 'lo', 'ná', 're']",ba-lo-ná-re
balonaș,substantiv,"['ba', 'lo', 'náş']",ba-lo-náş
balonat,adjectiv,"['ba', 'lo', 'nát']",ba-lo-nát
balonat,substantiv,"['ba', 'lo', 'nát']",ba-lo-nát
balonet,substantiv,"['ba', 'lo', 'nét']",ba-lo-nét
balonzaid,substantiv,"['ba', 'lon', 'záid']",ba-lon-záid
bălos,adjectiv,"['bă', 'lós']",bă-lós
băloși,verb,"['bă', 'lo', 'şí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",bă-lo-şí-(verb---infinitiv-/-verb---perfectul-simplu)
băloșire,substantiv,"['bă', 'lo', 'şí', 're']",bă-lo-şí-re
băloșit,adjectiv,"['bă', 'lo', 'şít']",bă-lo-şít
balot,substantiv,"['ba', 'lót']",ba-lót
balota,verb,"['ba', 'lo', 'tá']",ba-lo-tá
balotaj,substantiv,"['ba', 'lo', 'táj']",ba-lo-táj
balotare,substantiv,[],not-found
balotat,adjectiv,"['ba', 'lo', 'tát']",ba-lo-tát
balsa,substantiv,"['bál', 'sa']",bál-sa
balsam,substantiv,"['bal', 'sám']",bal-sám
bălsămi,verb,[],not-found
balsamic,adjectiv,"['bal', 'sá', 'mic']",bal-sá-mic
balsamifer,adjectiv,"['bal', 'sa', 'mi', 'fér']",bal-sa-mi-fér
balsamină,substantiv,"['bal', 'sa', 'mí', 'na']",bal-sa-mí-na
balsaminacee,substantiv,"['bal', 'sa', 'mi', 'na', 'cé', 'e']",bal-sa-mi-na-cé-e
bălsămit,adjectiv,[],not-found
baltă,substantiv,"['bál', 'ta']",bál-ta
bălța,verb,"['bál', 'ta']",bál-ta
baltac,substantiv,"['bâl', 'tấc']",bâl-tấc
bâltâcâi,verb,"['bâl', 'tâ', 'câ', 'í', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",bâl-tâ-câ-í-(verb---infinitiv-/-verb---perfectul-simplu)
baltag,substantiv,"['bal', 'tág']",bal-tág
baltagiu,substantiv,[],not-found
bălțare,substantiv,[],not-found
băltăreț,adjectiv,"['băl', 'tă', 'réţ']",băl-tă-réţ
bălțat,adjectiv,"['băl', 'ţát']",băl-ţát
