word,type,syllables,joint_syllables
antimilitarism,substantiv,"['an', 'ti', 'mi', 'li', 'ta', 'rísm']",an-ti-mi-li-ta-rísm
antimilitarist,adjectiv,"['an', 'ti', 'mi', 'li', 'ta', 'ríst']",an-ti-mi-li-ta-ríst
antimitotic,adjectiv,"['an', 'ti', 'mi', 'tó', 'tic']",an-ti-mi-tó-tic
antimitotic,substantiv,"['an', 'ti', 'mi', 'tó', 'tic']",an-ti-mi-tó-tic
antimoleculă,substantiv,[],not-found
antimonarhic,adjectiv,"['an', 'ti', 'mo', 'nár', 'hic']",an-ti-mo-nár-hic
antimonarhist,adjectiv,"['an', 'ti', 'mo', 'nar', 'híst']",an-ti-mo-nar-híst
antimoniat,substantiv,"['an', 'ti', 'mo', 'ni', 'át']",an-ti-mo-ni-át
antimonic,adjectiv,"['an', 'ti', 'mó', 'nic']",an-ti-mó-nic
antimonit,substantiv,"['an', 'ti', 'mo', 'nít']",an-ti-mo-nít
antimoniu,substantiv,"['an', 'ti', 'mó', 'niu']",an-ti-mó-niu
antimonopolist,adjectiv,"['an', 'ti', 'mo', 'no', 'po', 'líst']",an-ti-mo-no-po-líst
antimuncitoresc,adjectiv,"['an', 'ti', 'mun', 'ci', 'to', 'résc']",an-ti-mun-ci-to-résc
antinațional,adjectiv,"['an', 'ti', 'na', 'ţi', 'o', 'nál']",an-ti-na-ţi-o-nál
antinațional,substantiv,"['an', 'ti', 'na', 'ţi', 'o', 'nál']",an-ti-na-ţi-o-nál
antinațională,substantiv,"['an', 'ti', 'na', 'ţi', 'o', 'ná', 'lă']",an-ti-na-ţi-o-ná-lă
antineutrino,substantiv,"['an', 'ti', 'ne', 'u', 'trí', 'no']",an-ti-ne-u-trí-no
antineutron,substantiv,"['an', 'ti', 'ne', 'u', 'trón']",an-ti-ne-u-trón
antinevralgic,adjectiv,"['an', 'ti', 'ne', 'vrál', 'gic']",an-ti-ne-vrál-gic
antinomic,adjectiv,[],not-found
antinomie,substantiv,"['an', 'ti', 'no', 'mí', 'e']",an-ti-no-mí-e
antinomist,adjectiv,"['an', 'ti', 'no', 'míst']",an-ti-no-míst
antinomist,substantiv,"['an', 'ti', 'no', 'míst']",an-ti-no-míst
antinuclear,adjectiv,"['an', 'ti', 'nu', 'cleár']",an-ti-nu-cleár
antioccidental,adjectiv,[],not-found
antioncogen,adjectiv,[],not-found
antioxidant,adjectiv,"['an', 'ti', 'o', 'xi', 'dánt']",an-ti-o-xi-dánt
antioxidant,substantiv,"['an', 'ti', 'o', 'xi', 'dánt']",an-ti-o-xi-dánt
antioxigen,substantiv,"['an', 'ti', 'o', 'xi', 'gén']",an-ti-o-xi-gén
antipaludic,adjectiv,"['an', 'ti', 'pa', 'lú', 'dic']",an-ti-pa-lú-dic
antipaludic,substantiv,"['an', 'ti', 'pa', 'lú', 'dic']",an-ti-pa-lú-dic
antipapă,substantiv,"['an', 'ti', 'pá', 'pa']",an-ti-pá-pa
antiparalel,adjectiv,"['an', 'ti', 'pa', 'ra', 'lél']",an-ti-pa-ra-lél
antiparastază,substantiv,"['an', 'ti', 'pa', 'ras', 'tá', 'za']",an-ti-pa-ras-tá-za
antiparazit,adjectiv,"['an', 'ti', 'pa', 'ra', 'zít']",an-ti-pa-ra-zít
antiparazitar,adjectiv,"['an', 'ti', 'pa', 'ra', 'zi', 'tár']",an-ti-pa-ra-zi-tár
antiparkinsonian,adjectiv,[],not-found
antiparlamentar,adjectiv,"['an', 'ti', 'par', 'la', 'men', 'tár']",an-ti-par-la-men-tár
antiparlamentarism,substantiv,"['an', 'ti', 'par', 'la', 'men', 'ta', 'rísm']",an-ti-par-la-men-ta-rísm
antiparticulă,substantiv,"['an', 'ti', 'par', 'tí', 'cu', 'la']",an-ti-par-tí-cu-la
antipartinic,adjectiv,"['an', 'ti', 'par', 'tí', 'nic']",an-ti-par-tí-nic
antipatic,adjectiv,"['an', 'ti', 'pá', 'tic']",an-ti-pá-tic
antipatie,substantiv,"['an', 'ti', 'pa', 'tí', 'e']",an-ti-pa-tí-e
antipatiza,verb,"['an', 'ti', 'pa', 'ti', 'zá']",an-ti-pa-ti-zá
antipatizat,adjectiv,"['an', 'ti', 'pa', 'ti', 'zát']",an-ti-pa-ti-zát
antipatriot,substantiv,"['an', 'ti', 'pa', 'triót']",an-ti-pa-triót
antipatriotic,adjectiv,"['an', 'ti', 'pa', 'trió', 'tic']",an-ti-pa-trió-tic
antipatriotism,substantiv,"['an', 'ti', 'pa', 'trio', 'tísm']",an-ti-pa-trio-tísm
antipedagogie,substantiv,[],not-found
antiperistaltic,adjectiv,"['an', 'ti', 'pe', 'ris', 'tál', 'tic']",an-ti-pe-ris-tál-tic
antipiesă,substantiv,"['an', 'ti', 'pi', 'é', 'sa']",an-ti-pi-é-sa
antipiretic,adjectiv,"['an', 'ti', 'pi', 'ré', 'tic']",an-ti-pi-ré-tic
antipirină,substantiv,"['an', 'ti', 'pi', 'rí', 'na']",an-ti-pi-rí-na
antipod,substantiv,"['an', 'ti', 'pód']",an-ti-pód
antipodă,substantiv,[],not-found
antipodal,adjectiv,"['an', 'ti', 'po', 'dál']",an-ti-po-dál
antipodic,adjectiv,"['an', 'ti', 'pó', 'dic']",an-ti-pó-dic
antipoem,substantiv,"['an', 'ti', 'po', 'ém']",an-ti-po-ém
antipoetic,adjectiv,"['an', 'ti', 'po', 'é', 'tic']",an-ti-po-é-tic
antipoezie,substantiv,[],not-found
antipoliomielitic,adjectiv,"['an', 'ti', 'po', 'lio', 'mie', 'lí', 'tic']",an-ti-po-lio-mie-lí-tic
antipolitic,adjectiv,"['an', 'ti', 'po', 'lí', 'tic']",an-ti-po-lí-tic
antipoluant,adjectiv,"['an', 'ti', 'po', 'luánt']",an-ti-po-luánt
antipoluare,substantiv,"['an', 'ti', 'po', 'luá', 're']",an-ti-po-luá-re
antipopular,adjectiv,"['an', 'ti', 'po', 'pu', 'lár']",an-ti-po-pu-lár
antipopular,substantiv,"['an', 'ti', 'po', 'pu', 'lár']",an-ti-po-pu-lár
antiprezidențial,adjectiv,[],not-found
antiprezidențial,substantiv,[],not-found
antiprogresist,adjectiv,"['an', 'ti', 'pro', 'gre', 'síst']",an-ti-pro-gre-síst
antiproton,substantiv,"['an', 'ti', 'pro', 'tón']",an-ti-pro-tón
antipruriginos,adjectiv,[],not-found
antipsihotic,adjectiv,[],not-found
antipsoriazis,substantiv,"['an', 'tip', 'so', 'riá', 'zis']",an-tip-so-riá-zis
antipublicitar,adjectiv,"['an', 'ti', 'pu', 'bli', 'ci', 'tár']",an-ti-pu-bli-ci-tár
antirabic,adjectiv,"['an', 'ti', 'rá', 'bic']",an-ti-rá-bic
antirachetă,substantiv,"['an', 'ti', 'ra', 'ché', 'ta']",an-ti-ra-ché-ta
antiradar,substantiv,"['an', 'ti', 'ra', 'dár']",an-ti-ra-dár
antirahitic,adjectiv,"['an', 'ti', 'ra', 'hí', 'tic']",an-ti-ra-hí-tic
antirasial,adjectiv,"['an', 'ti', 'ra', 'siál']",an-ti-ra-siál
antirațional,adjectiv,"['an', 'ti', 'ra', 'ţio', 'nál']",an-ti-ra-ţio-nál
antiraționalism,substantiv,"['an', 'ti', 'ra', 'ţio', 'na', 'lísm']",an-ti-ra-ţio-na-lísm
antiraționalist,adjectiv,"['an', 'ti', 'ra', 'ţio', 'na', 'líst']",an-ti-ra-ţio-na-líst
antirăzboinic,adjectiv,"['an', 'ti', 'răz', 'bói', 'nic']",an-ti-răz-bói-nic
antirealism,substantiv,"['an', 'ti', 're', 'a', 'lísm']",an-ti-re-a-lísm
antirealist,adjectiv,"['an', 'ti', 'rea', 'líst']",an-ti-rea-líst
antireclamă,substantiv,"['an', 'ti', 're', 'clá', 'ma']",an-ti-re-clá-ma
antireformist,adjectiv,"['an', 'ti', 're', 'for', 'míst']",an-ti-re-for-míst
antiregalist,adjectiv,"['an', 'ti', 're', 'ga', 'líst']",an-ti-re-ga-líst
antireligios,adjectiv,"['an', 'ti', 're', 'li', 'giós']",an-ti-re-li-giós
antirepublican,adjectiv,"['an', 'ti', 're', 'pu', 'bli', 'cán']",an-ti-re-pu-bli-cán
antirepublicanism,substantiv,[],not-found
antiretroviral,adjectiv,[],not-found
antireumatic,adjectiv,"['an', 'ti', 're', 'u', 'má', 'tic']",an-ti-re-u-má-tic
antireumatismal,adjectiv,"['an', 'ti', 're', 'u', 'ma', 'tis', 'mál']",an-ti-re-u-ma-tis-mál
antireumatismal,substantiv,"['an', 'ti', 're', 'u', 'ma', 'tis', 'mál']",an-ti-re-u-ma-tis-mál
antirevizionist,adjectiv,"['an', 'ti', 're', 'vi', 'zio', 'níst']",an-ti-re-vi-zio-níst
antirevoluționar,adjectiv,"['an', 'ti', 're', 'vo', 'lu', 'ţio', 'nár']",an-ti-re-vo-lu-ţio-nár
antirezonanță,substantiv,"['an', 'ti', 're', 'zo', 'nán', 'tă']",an-ti-re-zo-nán-tă
antirid,substantiv,"['an', 'ti', 'ríd']",an-ti-ríd
antiroman,substantiv,"['an', 'ti', 'ro', 'mán']",an-ti-ro-mán
antiromânesc,adjectiv,"['an', 'ti', 'ro', 'mâ', 'nésc']",an-ti-ro-mâ-nésc
antiromânism,substantiv,"['an', 'ti', 'ro', 'mâ', 'nísm']",an-ti-ro-mâ-nísm
antiromantic,adjectiv,"['an', 'ti', 'ro', 'mán', 'tic']",an-ti-ro-mán-tic
antisclavagist,adjectiv,"['an', 'tis', 'cla', 'va', 'gíst']",an-tis-cla-va-gíst
antisclerotic,adjectiv,[],not-found
antiscorbutic,adjectiv,"['an', 'tis', 'cor', 'bú', 'tic']",an-tis-cor-bú-tic
antiscorbutic,substantiv,"['an', 'tis', 'cor', 'bú', 'tic']",an-tis-cor-bú-tic
antisegregaționist,adjectiv,"['an', 'ti', 'se', 'gre', 'ga', 'ţio', 'níst']",an-ti-se-gre-ga-ţio-níst
antiseismic,adjectiv,"['an', 'ti', 'se', 'ís', 'mic']",an-ti-se-ís-mic
antisemit,adjectiv,"['an', 'ti', 'se', 'mít']",an-ti-se-mít
antisemit,substantiv,"['an', 'ti', 'se', 'mít']",an-ti-se-mít
antisemită,substantiv,"['an', 'ti', 'se', 'mí', 'ta']",an-ti-se-mí-ta
antisemitic,adjectiv,"['an', 'ti', 'se', 'mí', 'tic']",an-ti-se-mí-tic
antisemitism,substantiv,"['an', 'ti', 'se', 'mi', 'tísm']",an-ti-se-mi-tísm
antisepsie,substantiv,"['an', 'ti', 'sep', 'sí', 'e']",an-ti-sep-sí-e
antiseptic,adjectiv,"['an', 'ti', 'sép', 'tic']",an-ti-sép-tic
antiseptizare,substantiv,"['an', 'ti', 'sep', 'ti', 'zá', 're']",an-ti-sep-ti-zá-re
antiser,substantiv,"['an', 'ti', 'sér']",an-ti-sér
antisifilitic,adjectiv,"['an', 'ti', 'si', 'fi', 'lí', 'tic']",an-ti-si-fi-lí-tic
antisimetric,adjectiv,"['an', 'ti', 'si', 'mé', 'tric']",an-ti-si-mé-tric
antisimetrie,substantiv,"['an', 'ti', 'si', 'me', 'trí', 'e']",an-ti-si-me-trí-e
antisindical,adjectiv,"['an', 'ti', 'sin', 'di', 'cál']",an-ti-sin-di-cál
antisionism,substantiv,[],not-found
antisionist,adjectiv,"['an', 'ti', 'sio', 'níst']",an-ti-sio-níst
antisocial,adjectiv,"['an', 'ti', 'so', 'ciál']",an-ti-so-ciál
antisocial,substantiv,"['an', 'ti', 'so', 'ciál']",an-ti-so-ciál
antisocialist,adjectiv,"['an', 'ti', 'so', 'cia', 'líst']",an-ti-so-cia-líst
antisolar,adjectiv,"['an', 'ti', 'so', 'lár']",an-ti-so-lár
antisovietic,adjectiv,[],not-found
antisovietism,substantiv,[],not-found
antispaniol,adjectiv,[],not-found
antispasmodic,adjectiv,"['an', 'tis', 'pas', 'mó', 'dic']",an-tis-pas-mó-dic
antispastic,adjectiv,"['an', 'tis', 'pás', 'tic']",an-tis-pás-tic
antisportiv,adjectiv,"['an', 'tis', 'por', 'tív']",an-tis-por-tív
antispumant,substantiv,"['an', 'tis', 'pu', 'mánt']",an-tis-pu-mánt
antist,substantiv,[],not-found
antistatal,adjectiv,"['an', 'tis', 'ta', 'tál']",an-tis-ta-tál
antistatic,adjectiv,"['an', 'tis', 'tá', 'tic']",an-tis-tá-tic
antistatizare,substantiv,"['an', 'tis', 'ta', 'ti', 'zá', 're']",an-tis-ta-ti-zá-re
antiștiințific,adjectiv,"['an', 'ti', 'şti', 'in', 'ţí', 'fic']",an-ti-şti-in-ţí-fic
antistrofă,substantiv,"['an', 'tis', 'tró', 'fa']",an-tis-tró-fa
antisudorific,adjectiv,"['an', 'ti', 'su', 'do', 'rí', 'fic']",an-ti-su-do-rí-fic
antitabagic,adjectiv,[],not-found
antiteatru,substantiv,"['an', 'ti', 'teá', 'tru']",an-ti-teá-tru
antitehnic,adjectiv,"['an', 'ti', 'téh', 'nic']",an-ti-téh-nic
antitermic,adjectiv,"['an', 'ti', 'tér', 'mic']",an-ti-tér-mic
antitermic,substantiv,"['an', 'ti', 'tér', 'mic']",an-ti-tér-mic
antiterorism,substantiv,[],not-found
antiterorist,adjectiv,"['an', 'ti', 'te', 'ro', 'ríst']",an-ti-te-ro-ríst
antiterorist,substantiv,"['an', 'ti', 'te', 'ro', 'ríst']",an-ti-te-ro-ríst
antiteroristă,substantiv,"['an', 'ti', 'te', 'ro', 'rís', 'tă']",an-ti-te-ro-rís-tă
antitetanic,adjectiv,"['an', 'ti', 'te', 'tá', 'nic']",an-ti-te-tá-nic
antitetic,adjectiv,"['an', 'ti', 'té', 'tic']",an-ti-té-tic
antiteticitate,substantiv,"['an', 'ti', 'te', 'ti', 'ci', 'tá', 'te']",an-ti-te-ti-ci-tá-te
antiteză,substantiv,"['an', 'ti', 'té', 'za']",an-ti-té-za
antitific,adjectiv,"['an', 'ti', 'tí', 'fic']",an-ti-tí-fic
antitiroidian,adjectiv,"['an', 'ti', 'ti', 'ro', 'i', 'di', 'án']",an-ti-ti-ro-i-di-án
antitiroidian,substantiv,"['an', 'ti', 'ti', 'ro', 'i', 'di', 'án']",an-ti-ti-ro-i-di-án
antitotalitar,adjectiv,"['an', 'ti', 'to', 'ta', 'li', 'tár']",an-ti-to-ta-li-tár
antitotalitarism,substantiv,"['an', 'ti', 'to', 'ta', 'li', 'ta', 'rísm']",an-ti-to-ta-li-ta-rísm
antitotalitarist,adjectiv,[],not-found
antitoxic,adjectiv,"['an', 'ti', 'tó', 'xic']",an-ti-tó-xic
antitoxic,substantiv,"['an', 'ti', 'tó', 'xic']",an-ti-tó-xic
antitoxină,substantiv,"['an', 'ti', 'to', 'xí', 'na']",an-ti-to-xí-na
antitradiționalist,adjectiv,"['an', 'ti', 'tra', 'di', 'ţio', 'na', 'líst']",an-ti-tra-di-ţio-na-líst
antitranspirant,adjectiv,[],not-found
antitrinitar,adjectiv,"['an', 'ti', 'tri', 'ni', 'tár']",an-ti-tri-ni-tár
antitrinitarism,substantiv,"['an', 'ti', 'tri', 'ni', 'ta', 'rísm']",an-ti-tri-ni-ta-rísm
antituberculos,adjectiv,"['an', 'ti', 'tu', 'ber', 'cu', 'lós']",an-ti-tu-ber-cu-lós
antitusiv,adjectiv,"['an', 'ti', 'tu', 'sív']",an-ti-tu-sív
antiulceros,adjectiv,[],not-found
antiuman,adjectiv,"['an', 'ti', 'u', 'mán']",an-ti-u-mán
antiuman,substantiv,"['an', 'ti', 'u', 'mán']",an-ti-u-mán
antiumanism,substantiv,"['an', 'ti', 'u', 'ma', 'nísm']",an-ti-u-ma-nísm
antiumanitar,adjectiv,"['an', 'ti', 'u', 'ma', 'ni', 'tár']",an-ti-u-ma-ni-tár
antiunionist,adjectiv,"['an', 'ti', 'u', 'nio', 'níst']",an-ti-u-nio-níst
antivariolic,adjectiv,[],not-found
antivedetă,substantiv,"['an', 'ti', 've', 'dé', 'ta']",an-ti-ve-dé-ta
antivedetism,substantiv,"['an', 'ti', 've', 'de', 'tísm']",an-ti-ve-de-tísm
antiveneric,adjectiv,"['an', 'ti', 've', 'né', 'ric']",an-ti-ve-né-ric
antivenin,substantiv,"['an', 'ti', 've', 'nín']",an-ti-ve-nín
antiveninos,adjectiv,"['an', 'ti', 've', 'ni', 'nós']",an-ti-ve-ni-nós
antiverget,substantiv,[],not-found
antivibrator,adjectiv,"['an', 'ti', 'vi', 'bra', 'tór']",an-ti-vi-bra-tór
antiviral,adjectiv,"['an', 'ti', 'vi', 'rál']",an-ti-vi-rál
antiviral,substantiv,"['an', 'ti', 'vi', 'rál']",an-ti-vi-rál
antivirotic,adjectiv,[],not-found
antivirus,substantiv,"['an', 'ti', 'ví', 'rus']",an-ti-ví-rus
antivitamină,substantiv,"['an', 'ti', 'vi', 'ta', 'mí', 'na']",an-ti-vi-ta-mí-na
antivomitiv,substantiv,"['an', 'ti', 'vo', 'mi', 'tív']",an-ti-vo-mi-tív
antixenofob,adjectiv,[],not-found
antizgomot,substantiv,"['an', 'tiz', 'gó', 'mot']",an-tiz-gó-mot
antocian,substantiv,"['an', 'to', 'ci', 'án']",an-to-ci-án
antofil,adjectiv,[],not-found
antofilit,substantiv,"['an', 'to', 'fi', 'lít']",an-to-fi-lít
antofită,substantiv,"['an', 'to', 'fí', 'ta']",an-to-fí-ta
antofitoză,substantiv,"['an', 'to', 'fi', 'tó', 'za']",an-to-fi-tó-za
antologa,verb,"['an', 'to', 'lo', 'gá']",an-to-lo-gá
antologabil,adjectiv,"['an', 'to', 'lo', 'gá', 'bil']",an-to-lo-gá-bil
antologare,substantiv,[],not-found
antologat,adjectiv,"['an', 'to', 'lo', 'gát']",an-to-lo-gát
antologator,substantiv,"['an', 'to', 'lo', 'ga', 'tór']",an-to-lo-ga-tór
antologic,adjectiv,"['an', 'to', 'ló', 'gic']",an-to-ló-gic
antologie,substantiv,"['an', 'to', 'lo', 'gí', 'e']",an-to-lo-gí-e
antologist,substantiv,"['an', 'to', 'lo', 'gíst']",an-to-lo-gíst
antologiza,verb,"['an', 'to', 'lo', 'gi', 'zá']",an-to-lo-gi-zá
antologizat,adjectiv,"['an', 'to', 'lo', 'gi', 'zát']",an-to-lo-gi-zát
antonică,substantiv,"['an', 'to', 'ní', 'ca']",an-to-ní-ca
antonim,substantiv,"['an', 'to', 'ním']",an-to-ním
antonimic,adjectiv,"['an', 'to', 'ní', 'mic']",an-to-ní-mic
antonimie,substantiv,"['an', 'to', 'ni', 'mí', 'e']",an-to-ni-mí-e
antonomasie,substantiv,"['an', 'to', 'no', 'ma', 'sí', 'e']",an-to-no-ma-sí-e
antonomază,substantiv,"['an', 'to', 'no', 'má', 'za']",an-to-no-má-za
antozoar,substantiv,"['an', 'to', 'zo', 'á', 'r']",an-to-zo-á-r
antracen,substantiv,"['an', 'tra', 'cén']",an-tra-cén
antracenic,adjectiv,"['an', 'tra', 'cé', 'nic']",an-tra-cé-nic
antrachinonă,substantiv,"['an', 'tra', 'chi', 'nó', 'na']",an-tra-chi-nó-na
antrachinonic,adjectiv,[],not-found
antracit,substantiv,"['an', 'tra', 'cít']",an-tra-cít
antracitos,adjectiv,"['an', 'tra', 'ci', 'tós']",an-tra-ci-tós
antracnoză,substantiv,"['an', 'trac', 'nó', 'za']",an-trac-nó-za
antracoză,substantiv,"['an', 'tra', 'có', 'za']",an-tra-có-za
antract,substantiv,"['an', 'tráct']",an-tráct
antranilic,adjectiv,"['an', 'tra', 'ní', 'lic']",an-tra-ní-lic
antrax,substantiv,"['án', 'trax']",án-trax
antrectomie,substantiv,[],not-found
antreluță,substantiv,[],not-found
antren,substantiv,"['an', 'trén']",an-trén
antrena,verb,"['an', 'tre', 'ná']",an-tre-ná
antrenabil,adjectiv,[],not-found
antrenament,substantiv,"['an', 'tre', 'na', 'mént']",an-tre-na-mént
antrenant,adjectiv,"['an', 'tre', 'nánt']",an-tre-nánt
antrenare,substantiv,"['an', 'tre', 'ná', 're']",an-tre-ná-re
antrenat,adjectiv,"['an', 'tre', 'nát']",an-tre-nát
antrenat,substantiv,"['an', 'tre', 'nát']",an-tre-nát
antrenoare,substantiv,"['an', 'tre', 'noá', 're']",an-tre-noá-re
antrenor,substantiv,"['an', 'tre', 'nór']",an-tre-nór
antrepozit,substantiv,"['an', 'tre', 'pó', 'zit']",an-tre-pó-zit
antrepozita,verb,"['an', 'tre', 'po', 'zi', 'tá']",an-tre-po-zi-tá
antrepozitar,adjectiv,"['an', 'tre', 'po', 'zi', 'tár']",an-tre-po-zi-tár
antrepozitar,substantiv,"['an', 'tre', 'po', 'zi', 'tár']",an-tre-po-zi-tár
antrepozitare,substantiv,"['an', 'tre', 'po', 'zi', 'tá', 're']",an-tre-po-zi-tá-re
antrepozitat,adjectiv,"['an', 'tre', 'po', 'zi', 'tát']",an-tre-po-zi-tát
antreprenoare,substantiv,"['an', 'tre', 'pre', 'noá', 're']",an-tre-pre-noá-re
antreprenor,adjectiv,"['an', 'tre', 'pre', 'nór']",an-tre-pre-nór
antreprenor,substantiv,"['an', 'tre', 'pre', 'nór']",an-tre-pre-nór
antreprenorial,adjectiv,"['an', 'tre', 'pre', 'no', 'riál']",an-tre-pre-no-riál
antreprenoriat,substantiv,[],not-found
antrepriză,substantiv,"['an', 'tre', 'prí', 'za']",an-tre-prí-za
antresol,substantiv,"['an', 'tre', 'sól']",an-tre-sól
antret,substantiv,[],not-found
antrețel,substantiv,"['an', 'tre', 'ţél']",an-tre-ţél
antretoază,substantiv,"['an', 'tre', 'toá', 'za']",an-tre-toá-za
antreu,substantiv,"['an', 'tréu']",an-tréu
antricot,substantiv,"['an', 'tri', 'cót']",an-tri-cót
antrită,substantiv,[],not-found
antrocelulotomie,substantiv,[],not-found
antroduodenostomie,substantiv,[],not-found
antropic,adjectiv,"['an', 'tró', 'pic']",an-tró-pic
antropism,substantiv,[],not-found
antropocentric,adjectiv,"['an', 'tro', 'po', 'cén', 'tric']",an-tro-po-cén-tric
antropocentrism,substantiv,"['an', 'tro', 'po', 'cen', 'trísm']",an-tro-po-cen-trísm
antropofag,adjectiv,"['an', 'tro', 'po', 'fág']",an-tro-po-fág
antropofagă,substantiv,"['an', 'tro', 'po', 'fá', 'gă']",an-tro-po-fá-gă
antropofagie,substantiv,"['an', 'tro', 'po', 'fa', 'gí', 'e']",an-tro-po-fa-gí-e
antropofil,adjectiv,"['an', 'tro', 'po', 'fíl']",an-tro-po-fíl
antropofilă,substantiv,"['an', 'tro', 'po', 'fí', 'la']",an-tro-po-fí-la
antropofilie,substantiv,"['an', 'tro', 'po', 'fi', 'lí', 'e']",an-tro-po-fi-lí-e
antropogen,adjectiv,"['an', 'tro', 'po', 'gén']",an-tro-po-gén
antropogenetic,adjectiv,"['an', 'tro', 'po', 'ge', 'né', 'tic']",an-tro-po-ge-né-tic
antropogeneză,substantiv,"['an', 'tro', 'po', 'ge', 'né', 'za']",an-tro-po-ge-né-za
antropogenie,substantiv,"['an', 'tro', 'po', 'ge', 'ní', 'e']",an-tro-po-ge-ní-e
antropogeografie,substantiv,"['an', 'tro', 'po', 'ge', 'o', 'gra', 'fí', 'e']",an-tro-po-ge-o-gra-fí-e
antropogonie,substantiv,[],not-found
antropografic,adjectiv,"['an', 'tro', 'po', 'grá', 'fic']",an-tro-po-grá-fic
antropoid,adjectiv,"['an', 'tro', 'po', 'íd']",an-tro-po-íd
antropoid,substantiv,"['an', 'tro', 'po', 'íd']",an-tro-po-íd
antropoidă,substantiv,"['an', 'tro', 'po', 'í', 'dă']",an-tro-po-í-dă
antropolog,substantiv,"['an', 'tro', 'po', 'lóg']",an-tro-po-lóg
antropologă,substantiv,"['an', 'tro', 'po', 'ló', 'ga']",an-tro-po-ló-ga
antropologic,adjectiv,"['an', 'tro', 'po', 'ló', 'gic']",an-tro-po-ló-gic
antropologie,substantiv,"['an', 'tro', 'po', 'lo', 'gí', 'e']",an-tro-po-lo-gí-e
antropologism,substantiv,"['an', 'tro', 'po', 'lo', 'gísm']",an-tro-po-lo-gísm
antropometric,adjectiv,"['an', 'tro', 'po', 'mé', 'tric']",an-tro-po-mé-tric
antropometrie,substantiv,"['an', 'tro', 'po', 'me', 'trí', 'e']",an-tro-po-me-trí-e
antropometru,substantiv,"['an', 'tro', 'po', 'mé', 'tru']",an-tro-po-mé-tru
antropomorf,adjectiv,"['an', 'tro', 'po', 'mórf']",an-tro-po-mórf
antropomorfism,substantiv,"['an', 'tro', 'po', 'mor', 'físm']",an-tro-po-mor-físm
antropomorfist,adjectiv,"['an', 'tro', 'po', 'mor', 'físt']",an-tro-po-mor-físt
antropomorfiza,verb,"['an', 'tro', 'po', 'mor', 'fi', 'zá']",an-tro-po-mor-fi-zá
antropomorfizare,substantiv,"['an', 'tro', 'po', 'mor', 'fi', 'zá', 're']",an-tro-po-mor-fi-zá-re
antropomorfizat,adjectiv,"['an', 'tro', 'po', 'mor', 'fi', 'zát']",an-tro-po-mor-fi-zát
antropomorfoză,substantiv,"['an', 'tro', 'po', 'mor', 'fó', 'za']",an-tro-po-mor-fó-za
antroponim,substantiv,"['an', 'tro', 'po', 'ním']",an-tro-po-ním
antroponimic,adjectiv,"['an', 'tro', 'po', 'ní', 'mic']",an-tro-po-ní-mic
antroponimic,substantiv,"['an', 'tro', 'po', 'ní', 'mic']",an-tro-po-ní-mic
antroponimie,substantiv,"['an', 'tro', 'po', 'ni', 'mí', 'e']",an-tro-po-ni-mí-e
antroponomastic,adjectiv,"['an', 'tro', 'po', 'no', 'más', 'tic']",an-tro-po-no-más-tic
antroponomastică,substantiv,"['an', 'tro', 'po', 'no', 'más', 'ti', 'ca']",an-tro-po-no-más-ti-ca
antropopitec,substantiv,"['an', 'tro', 'po', 'pi', 'téc']",an-tro-po-pi-téc
antroposferă,substantiv,"['an', 'tro', 'pos', 'fé', 'ra']",an-tro-pos-fé-ra
antropozofic,adjectiv,[],not-found
antropozofie,substantiv,"['an', 'tro', 'po', 'zo', 'fí', 'e']",an-tro-po-zo-fí-e
antropozoonoză,substantiv,"['an', 'tro', 'po', 'zo', 'o', 'nó', 'za']",an-tro-po-zo-o-nó-za
antrostomie,substantiv,[],not-found
antum,adjectiv,"['an', 'túm']",an-túm
antura,verb,"['an', 'tu', 'rá']",an-tu-rá
anturaj,substantiv,"['an', 'tu', 'ráj']",an-tu-ráj
anturat,adjectiv,"['an', 'tu', 'rát']",an-tu-rát
anual,adjectiv,"['a', 'nu', 'ál']",a-nu-ál
anualitate,substantiv,"['a', 'nua', 'li', 'tá', 'te']",a-nua-li-tá-te
anualizat,adjectiv,[],not-found
anuar,substantiv,"['a', 'nu', 'ár']",a-nu-ár
anucleat,adjectiv,"['a', 'nu', 'cleát']",a-nu-cleát
anuitate,substantiv,"['a', 'nu', 'i', 'tá', 'te']",a-nu-i-tá-te
anul,substantiv,"['á', 'nul']",á-nul
anula,verb,"['a', 'nu', 'lá']",a-nu-lá
anulabil,adjectiv,"['a', 'nu', 'lá', 'bil']",a-nu-lá-bil
anulabilitate,substantiv,"['a', 'nu', 'la', 'bi', 'li', 'tá', 'te']",a-nu-la-bi-li-tá-te
anular,adjectiv,"['a', 'nu', 'lár']",a-nu-lár
anulare,substantiv,"['a', 'nu', 'lá', 're']",a-nu-lá-re
anulat,adjectiv,"['a', 'nu', 'lát']",a-nu-lát
anulat,substantiv,"['a', 'nu', 'lát']",a-nu-lát
anulocit,substantiv,[],not-found
anuloplastie,substantiv,[],not-found
anunciator,substantiv,"['a', 'nun', 'ci', 'a', 'tór']",a-nun-ci-a-tór
anunț-extras,substantiv,[],not-found
anunț,substantiv,"['a', 'núnţ']",a-núnţ
anunța,verb,"['a', 'nun', 'ţá']",a-nun-ţá
anunțare,substantiv,"['a', 'nun', 'ţá', 're']",a-nun-ţá-re
