word,type,syllables,joint_syllables
amușinare,substantiv,[],not-found
amușinat,adjectiv,"['a', 'mu', 'şi', 'nát']",a-mu-şi-nát
amuța,verb,"['a', 'mu', 'ţá']",a-mu-ţá
amuțat,adjectiv,"['a', 'mu', 'ţát']",a-mu-ţát
amuți,verb,"['a', 'mu', 'ţí', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'perfectul', 'simplu)']",a-mu-ţí-(verb---infinitiv-/-verb---perfectul-simplu)
amuțire,substantiv,"['a', 'mu', 'ţí', 're']",a-mu-ţí-re
amuțit,adjectiv,"['a', 'mu', 'ţít']",a-mu-ţít
amuțit,substantiv,"['a', 'mu', 'ţít']",a-mu-ţít
amuza,verb,"['a', 'mu', 'zá']",a-mu-zá
amuzament,substantiv,"['a', 'mu', 'za', 'mént']",a-mu-za-mént
amuzant,adjectiv,"['a', 'mu', 'zánt']",a-mu-zánt
amuzare,substantiv,[],not-found
amuzat,adjectiv,"['a', 'mu', 'zát']",a-mu-zát
amuzat,substantiv,"['a', 'mu', 'zát']",a-mu-zát
amuzie,substantiv,"['a', 'mu', 'zí', 'e']",a-mu-zí-e
amvon,substantiv,"['am', 'vón']",am-vón
an-lumină,substantiv,"['an', 'lu', 'mí', 'nă']",an-lu-mí-nă
an,substtiv,['an'],an
ana,substantiv,"['a', 'ná']",a-ná
anabaptism,substantiv,"['a', 'na', 'bap', 'tísm']",a-na-bap-tísm
anabaptist,adjectiv,"['a', 'na', 'bap', 'tíst']",a-na-bap-tíst
anabioză,substantiv,"['a', 'na', 'bi', 'ó', 'za']",a-na-bi-ó-za
anabolism,substantiv,"['a', 'na', 'bo', 'lísm']",a-na-bo-lísm
anabolizant,adjectiv,[],not-found
anacard,substantiv,"['a', 'na', 'cárd']",a-na-cárd
anacardier,substantiv,"['a', 'na', 'car', 'di', 'ér']",a-na-car-di-ér
anaciditate,substantiv,"['a', 'na', 'ci', 'di', 'tá', 'te']",a-na-ci-di-tá-te
anaclitic,adjectiv,"['a', 'na', 'clí', 'tic']",a-na-clí-tic
anacolut,substantiv,"['a', 'na', 'co', 'lút']",a-na-co-lút
anaconda,substantiv,"['a', 'na', 'cón', 'da']",a-na-cón-da
anacondă,substantiv,"['a', 'na', 'cón', 'da']",a-na-cón-da
anacreontic,adjectiv,"['a', 'na', 'cre', 'ón', 'tic']",a-na-cre-ón-tic
anacreontism,substantiv,[],not-found
anacronic,adjectiv,"['a', 'na', 'cró', 'nic']",a-na-cró-nic
anacronie,substantiv,"['a', 'na', 'cro', 'ní', 'e']",a-na-cro-ní-e
anacronism,substantiv,"['a', 'na', 'cro', 'nísm']",a-na-cro-nísm
anacronistic,adjectiv,"['a', 'na', 'cro', 'nís', 'tic']",a-na-cro-nís-tic
anacroniza,verb,"['a', 'na', 'cro', 'ni', 'zá']",a-na-cro-ni-zá
anacronizat,adjectiv,"['a', 'na', 'cro', 'ni', 'zát']",a-na-cro-ni-zát
anacruză,substantiv,"['a', 'na', 'crú', 'za']",a-na-crú-za
anacruzic,adjectiv,"['a', 'na', 'crú', 'zic']",a-na-crú-zic
anacuzie,substantiv,[],not-found
anadiploză,substantiv,"['a', 'na', 'di', 'pló', 'za']",a-na-di-pló-za
anadrom,adjectiv,"['a', 'na', 'dróm']",a-na-dróm
anaerob,adjectiv,"['a', 'na', 'e', 'rób']",a-na-e-rób
anaerob,substantiv,"['a', 'na', 'e', 'rób']",a-na-e-rób
anaerobic,adjectiv,[],not-found
anaerobiotic,adjectiv,"['a', 'na', 'e', 'ro', 'bi', 'ó', 'tic']",a-na-e-ro-bi-ó-tic
anaerobioză,substantiv,"['a', 'na', 'e', 'ro', 'bi', 'ó', 'za']",a-na-e-ro-bi-ó-za
anafază,substantiv,"['a', 'na', 'fá', 'za']",a-na-fá-za
anafilactic,adjectiv,"['a', 'na', 'fi', 'lác', 'tic']",a-na-fi-lác-tic
anafilaxie,substantiv,"['a', 'na', 'fi', 'la', 'xí', 'e']",a-na-fi-la-xí-e
anafor,substantiv,"['a', 'na', 'fór']",a-na-fór
anafora,substantiv,"['a', 'na', 'fo', 'rá', '(substantiv)']",a-na-fo-rá-(substantiv)
anaforă,substantiv,"['a', 'na', 'fo', 'rá', '(substantiv)']",a-na-fo-rá-(substantiv)
anaforeză,substantiv,"['a', 'na', 'fo', 'ré', 'za']",a-na-fo-ré-za
anaforic,adjectiv,"['a', 'na', 'fó', 'ric']",a-na-fó-ric
anaforniță,substantiv,"['a', 'na', 'fór', 'ni', 'ţa']",a-na-fór-ni-ţa
anafrodiziac,adjectiv,"['a', 'na', 'fro', 'di', 'zi', 'ác']",a-na-fro-di-zi-ác
anafrodiziac,substantiv,"['a', 'na', 'fro', 'di', 'zi', 'ác']",a-na-fro-di-zi-ác
anafrodiziacă,substantiv,[],not-found
anafură,substantiv,"['a', 'ná', 'fu', 'ra']",a-ná-fu-ra
anageneză,substantiv,"['a', 'na', 'ge', 'né', 'za']",a-na-ge-né-za
anaglifă,substantiv,"['a', 'na', 'glí', 'fa']",a-na-glí-fa
anagnost,substantiv,"['a', 'nag', 'nóst']",a-nag-nóst
anagogic,adjectiv,"['a', 'na', 'gó', 'gic']",a-na-gó-gic
anagogie,substantiv,"['a', 'na', 'go', 'gí', 'e']",a-na-go-gí-e
anagramă,substantiv,"['a', 'na', 'gra', 'má', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-na-gra-má-(verb---infinitiv-/-verb---imperfect)
anagrama,verb,"['a', 'na', 'gra', 'má', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-na-gra-má-(verb---infinitiv-/-verb---imperfect)
anagramare,substantiv,"['a', 'na', 'gra', 'má', 're']",a-na-gra-má-re
anagramat,adjectiv,"['a', 'na', 'gra', 'mát']",a-na-gra-mát
anagramatic,adjectiv,"['a', 'na', 'gra', 'má', 'tic']",a-na-gra-má-tic
anagramatiza,verb,"['a', 'na', 'gra', 'ma', 'ti', 'zá']",a-na-gra-ma-ti-zá
anahoret,substantiv,"['a', 'na', 'ho', 'rét']",a-na-ho-rét
anahoretă,substantiv,"['a', 'na', 'ho', 'ré', 'ta']",a-na-ho-ré-ta
anahoretic,adjectiv,"['a', 'na', 'ho', 'ré', 'tic']",a-na-ho-ré-tic
anahoretism,substantiv,"['a', 'na', 'ho', 're', 'tísm']",a-na-ho-re-tísm
anal,adjectiv,"['a', 'nál']",a-nál
analcid,substantiv,"['a', 'nal', 'cíd']",a-nal-cíd
anale,substantiv,"['a', 'ná', 'le']",a-ná-le
analecte,substantiv,"['a', 'na', 'léc', 'te']",a-na-léc-te
analeptic,adjectiv,"['a', 'na', 'lép', 'tic']",a-na-lép-tic
analfabet,substantiv,"['an', 'al', 'fa', 'bét']",an-al-fa-bét
analfabetă,substantiv,"['an', 'al', 'fa', 'bé', 'ta']",an-al-fa-bé-ta
analfabetism,substantiv,"['an', 'al', 'fa', 'be', 'tísm']",an-al-fa-be-tísm
analgezic,adjectiv,"['a', 'nal', 'gé', 'zic']",a-nal-gé-zic
analgezie,substantiv,"['a', 'nal', 'ge', 'zí', 'e']",a-nal-ge-zí-e
analgezină,substantiv,"['a', 'nal', 'ge', 'zí', 'na']",a-nal-ge-zí-na
analist,substantiv,"['a', 'na', 'líst']",a-na-líst
analistă,substantiv,"['a', 'na', 'lís', 'tă']",a-na-lís-tă
analistic,adjectiv,"['a', 'na', 'lís', 'tic']",a-na-lís-tic
analistică,substantiv,"['a', 'na', 'lís', 'ti', 'că']",a-na-lís-ti-că
analitic,adjectiv,"['a', 'na', 'lí', 'tic']",a-na-lí-tic
analitică,substantiv,"['a', 'na', 'lí', 'ti', 'că']",a-na-lí-ti-că
analitism,substantiv,"['a', 'na', 'li', 'tísm']",a-na-li-tísm
analiză,substantiv,"['a', 'na', 'li', 'zá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-na-li-zá-(verb---infinitiv-/-verb---imperfect)
analiza,verb,"['a', 'na', 'li', 'zá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-na-li-zá-(verb---infinitiv-/-verb---imperfect)
analizabil,adjectiv,"['a', 'na', 'li', 'zá', 'bil']",a-na-li-zá-bil
analizabilitate,substantiv,"['a', 'na', 'li', 'za', 'bi', 'li', 'tá', 'te']",a-na-li-za-bi-li-tá-te
analizare,substantiv,"['a', 'na', 'li', 'zá', 're']",a-na-li-zá-re
analizat,adjectiv,"['a', 'na', 'li', 'zát']",a-na-li-zát
analizat,substantiv,"['a', 'na', 'li', 'zát']",a-na-li-zát
analizator,substantiv,"['a', 'na', 'li', 'za', 'tór']",a-na-li-za-tór
analizor,substantiv,"['a', 'na', 'li', 'zór']",a-na-li-zór
analoagă,substantiv,"['a', 'na', 'loá', 'gă']",a-na-loá-gă
analog,adjectiv,"['a', 'na', 'lóg']",a-na-lóg
analog,substantiv,"['a', 'na', 'lóg']",a-na-lóg
analoghie,substantiv,[],not-found
analoghion,substantiv,[],not-found
analogic,adjectiv,"['a', 'na', 'ló', 'gic']",a-na-ló-gic
analogie,substantiv,"['a', 'na', 'lo', 'gí', 'e']",a-na-lo-gí-e
analogism,substantiv,"['a', 'na', 'lo', 'gísm']",a-na-lo-gísm
analogiza,verb,"['a', 'na', 'lo', 'gi', 'zá']",a-na-lo-gi-zá
analogizare,substantiv,"['a', 'na', 'lo', 'gi', 'zá', 're']",a-na-lo-gi-zá-re
anamnestic,adjectiv,"['a', 'nam', 'nés', 'tic']",a-nam-nés-tic
anamneză,substantiv,"['a', 'nam', 'né', 'za']",a-nam-né-za
anamorfism,substantiv,"['a', 'na', 'mor', 'físm']",a-na-mor-físm
anamorfotic,adjectiv,"['a', 'na', 'mor', 'fó', 'tic']",a-na-mor-fó-tic
anamorfoză,substantiv,"['a', 'na', 'mor', 'fo', 'zá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-na-mor-fo-zá-(verb---infinitiv-/-verb---imperfect)
anamorfoza,verb,"['a', 'na', 'mor', 'fo', 'zá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-na-mor-fo-zá-(verb---infinitiv-/-verb---imperfect)
anamorfozare,substantiv,"['a', 'na', 'mor', 'fo', 'zá', 're']",a-na-mor-fo-zá-re
anamorfozat,adjectiv,"['a', 'na', 'mor', 'fo', 'zát']",a-na-mor-fo-zát
ananas,substantiv,"['a', 'na', 'nás']",a-na-nás
anancastic,adjectiv,"['a', 'nan', 'cás', 'tic']",a-nan-cás-tic
ananghie,substantiv,"['a', 'nán', 'ghi', 'e']",a-nán-ghi-e
anapest,substantiv,"['a', 'na', 'pést']",a-na-pést
anapestic,adjectiv,"['a', 'na', 'pés', 'tic']",a-na-pés-tic
anaplastic,adjectiv,"['a', 'na', 'plás', 'tic']",a-na-plás-tic
anaplastie,substantiv,"['a', 'na', 'plas', 'tí', 'e']",a-na-plas-tí-e
anaplazie,substantiv,"['a', 'na', 'pla', 'zí', 'e']",a-na-pla-zí-e
anaptixă,substantiv,"['a', 'nap', 'tí', 'xa']",a-nap-tí-xa
anarhic,adjectiv,"['a', 'nár', 'hic']",a-nár-hic
anarhie,substantiv,"['a', 'nar', 'hí', 'e']",a-nar-hí-e
anarhism,substantiv,"['a', 'nar', 'hísm']",a-nar-hísm
anarhist,adjectiv,"['a', 'nar', 'híst']",a-nar-híst
anarhist,substantiv,"['a', 'nar', 'híst']",a-nar-híst
anarhistă,substantiv,"['a', 'nar', 'hís', 'ta']",a-nar-hís-ta
anarhiza,verb,"['a', 'nar', 'hi', 'zá']",a-nar-hi-zá
anarhizant,adjectiv,"['a', 'nar', 'hi', 'zánt']",a-nar-hi-zánt
anarhizare,substantiv,"['a', 'nar', 'hi', 'zá', 're']",a-nar-hi-zá-re
anarhizat,adjectiv,"['a', 'nar', 'hi', 'zát']",a-nar-hi-zát
anarhoindividualism,substantiv,"['a', 'nar', 'hoin', 'di', 'vi', 'du', 'a', 'lísm']",a-nar-hoin-di-vi-du-a-lísm
anarhosindicalism,substantiv,"['a', 'nar', 'ho', 'sin', 'di', 'ca', 'lísm']",a-nar-ho-sin-di-ca-lísm
anarhosindicalist,adjectiv,"['a', 'nar', 'ho', 'sin', 'di', 'ca', 'líst']",a-nar-ho-sin-di-ca-líst
anarți,substantiv,"['a', 'nárţi']",a-nárţi
anartrie,substantiv,"['a', 'nar', 'trí', 'e']",a-nar-trí-e
anasarcă,substantiv,"['a', 'na', 'sár', 'ca']",a-na-sár-ca
anason,substantiv,"['a', 'na', 'són']",a-na-són
anastasimatar,substantiv,[],not-found
anastatic,adjectiv,"['a', 'nas', 'tá', 'tic']",a-nas-tá-tic
anastigmat,adjectiv,"['a', 'nas', 'tig', 'mát']",a-nas-tig-mát
anastigmatic,adjectiv,"['a', 'nas', 'tig', 'má', 'tic']",a-nas-tig-má-tic
anastiloză,substantiv,"['a', 'nas', 'ti', 'ló', 'za']",a-nas-ti-ló-za
anastomotic,adjectiv,"['a', 'nas', 'to', 'mó', 'tic']",a-nas-to-mó-tic
anastomoză,substantiv,"['a', 'na', 'sto', 'mo', 'zá']",a-na-sto-mo-zá
anastomoza,verb,"['a', 'na', 'sto', 'mo', 'zá']",a-na-sto-mo-zá
anastomozare,substantiv,"['a', 'nas', 'to', 'mo', 'zá', 're']",a-nas-to-mo-zá-re
anastomozat,adjectiv,"['a', 'nas', 'to', 'mo', 'zát']",a-nas-to-mo-zát
anastrofă,substantiv,"['a', 'nas', 'tró', 'fa']",a-nas-tró-fa
anatemă,substantiv,"['a', 'na', 'té', 'ma', '(substantiv)']",a-na-té-ma-(substantiv)
anatemiza,verb,"['a', 'na', 'te', 'mi', 'zá']",a-na-te-mi-zá
anatemizare,substantiv,"['a', 'na', 'te', 'mi', 'zá', 're']",a-na-te-mi-zá-re
anatemizat,adjectiv,"['a', 'na', 'te', 'mi', 'zát']",a-na-te-mi-zát
anatocism,substantiv,"['a', 'na', 'to', 'císm']",a-na-to-císm
anatomic,adjectiv,"['a', 'na', 'tó', 'mic']",a-na-tó-mic
anatomie,substantiv,"['a', 'na', 'to', 'mí', 'e']",a-na-to-mí-e
anatomist,adjectiv,"['a', 'na', 'to', 'míst']",a-na-to-míst
anatomoclinic,adjectiv,[],not-found
anatomofiziologic,adjectiv,"['a', 'na', 'to', 'mo', 'fi', 'zio', 'ló', 'gic']",a-na-to-mo-fi-zio-ló-gic
anatomopatolog,adjectiv,"['a', 'na', 'to', 'mo', 'pa', 'to', 'lóg']",a-na-to-mo-pa-to-lóg
anatomopatolog,substantiv,"['a', 'na', 'to', 'mo', 'pa', 'to', 'lóg']",a-na-to-mo-pa-to-lóg
anatomopatologă,substantiv,"['a', 'na', 'to', 'mo', 'pa', 'to', 'ló', 'ga']",a-na-to-mo-pa-to-ló-ga
anatomopatologic,adjectiv,"['a', 'na', 'to', 'mo', 'pa', 'to', 'ló', 'gic']",a-na-to-mo-pa-to-ló-gic
anatomopatologie,substantiv,"['a', 'na', 'to', 'mo', 'pa', 'to', 'lo', 'gí', 'e']",a-na-to-mo-pa-to-lo-gí-e
anatopism,substantiv,[],not-found
anatoxină,substantiv,"['a', 'na', 'to', 'xí', 'na']",a-na-to-xí-na
anatrop,adjectiv,[],not-found
anautogen,adjectiv,[],not-found
ancablură,substantiv,"['an', 'ca', 'blú', 'ra']",an-ca-blú-ra
ancadrament,substantiv,"['an', 'ca', 'dra', 'mént']",an-ca-dra-mént
ancastrament,substantiv,"['an', 'cas', 'tra', 'mént']",an-cas-tra-mént
anceps,substantiv,"['án', 'ceps']",án-ceps
ancestral,adjectiv,"['an', 'ces', 'trál']",an-ces-trál
ancestralitate,substantiv,"['an', 'ces', 'tra', 'li', 'tá', 'te']",an-ces-tra-li-tá-te
ancestru,substantiv,"['an', 'cés', 'tru']",an-cés-tru
anchetă,substantiv,"['an', 'che', 'tá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",an-che-tá-(verb---infinitiv-/-verb---imperfect)
ancheta,verb,"['an', 'che', 'tá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",an-che-tá-(verb---infinitiv-/-verb---imperfect)
anchetare,substantiv,"['an', 'che', 'tá', 're']",an-che-tá-re
anchetat,adjectiv,"['an', 'che', 'tát']",an-che-tát
anchetat,substantiv,"['an', 'che', 'tát']",an-che-tát
anchetată,substantiv,"['an', 'che', 'tá', 'tă']",an-che-tá-tă
anchetatoare,substantiv,"['an', 'che', 'ta', 'toá', 're']",an-che-ta-toá-re
anchetator,substantiv,"['an', 'che', 'ta', 'tór']",an-che-ta-tór
